"","1","2","3","4","5"
"根據",0.00333468594645342,0.0018286987448293,0,0,0.00200262389719078
"浪費",0.00525323098390806,0,0,0,0
"消費者",0.00500202891968013,0,0,0.00180187186837703,0.00600787169157233
"特定",0.00299078754499403,0,0.00355357014754667,0,0
"特性",0.00525323098390806,0,0,0,0
"耗時",0.00525323098390806,0,0,0,0
"航空公司",0.0105064619678161,0,0,0,0
"航班",0.0119631501799761,0,0,0,0.00718439182004001
"訊息",0.00525323098390806,0,0,0,0
"除了",0.00166734297322671,0.0018286987448293,0,0,0.00200262389719078
"勘查",0.00525323098390806,0,0,0,0
"區塊",0.0328986629949344,0,0,0,0.01077658773006
"商楫務",0.00525323098390806,0,0,0,0
"商溶",0.00525323098390806,0,0,0,0
"商溝",0.00525323098390806,0,0,0,0
"問央其",0.00525323098390806,0,0,0,0
"國際",0.0089723626349821,0,0,0,0.00359219591002001
"基於",0.00299078754499403,0,0,0,0.00359219591002001
"基礎",0.00525323098390806,0,0,0,0
"專楔",0.00299078754499403,0,0,0,0.00359219591002001
"帳戶",0.00166734297322671,0,0,0.00180187186837703,0.00200262389719078
"採用",0.00166734297322671,0,0.0019810903068984,0,0.00200262389719078
"採取",0.00299078754499403,0,0,0.00323209803150944,0
"清算",0.0210129239356322,0,0,0,0
"理賠",0.011671400812587,0.00548609623448789,0,0,0.00400524779438156
"票匯",0.00525323098390806,0,0,0,0
"移轉",0.0157596929517242,0,0,0,0
"第三方",0.00598157508998807,0,0,0.00969629409452833,0
"貨幣",0.0315193859034484,0,0,0,0
"通訊",0.00525323098390806,0,0,0,0
"通過",0.00525323098390806,0,0,0,0
"連結",0.00525323098390806,0,0,0,0
"透明性",0.00299078754499403,0,0,0,0.00359219591002001
"透過",0.00291337642432002,0.00239648705871486,0,0.00314844102579327,0.00349921842268872
"竟不達謎",0.00525323098390806,0,0,0,0
"最長",0.00525323098390806,0,0,0,0
"創新",0.000728344106080005,0.00159765803914324,0.00086539810453592,0.00236133076934496,0
"報告",0.00299078754499403,0.00984065579320617,0,0,0
"提供",0.00166734297322671,0,0,0.00180187186837703,0.00400524779438156
"提高",0.00299078754499403,0,0,0,0.00359219591002001
"提報",0.00299078754499403,0,0,0,0.00359219591002001
"款項",0.00525323098390806,0,0,0,0
"減少",0.00598157508998807,0,0,0,0.00359219591002001
"無形中",0.00525323098390806,0,0,0,0
"然而",0.00299078754499403,0,0.00710714029509335,0,0
"痛點",0.00525323098390806,0,0,0,0
"竣致",0.00525323098390806,0,0,0,0
"聒瑣",0.00525323098390806,0,0,0,0
"虛擬",0.0210129239356322,0,0,0,0
"費力",0.00525323098390806,0,0,0,0
"進而",0.00333468594645342,0,0.0019810903068984,0,0.00200262389719078
"進行",0.00166734297322671,0.0109721924689758,0,0,0.00200262389719078
"階段",0.00525323098390806,0,0,0,0
"傳統",0.00333468594645342,0.00365739748965859,0,0,0.00200262389719078
"傳遞",0.00525323098390806,0,0,0,0
"傳播",0.00525323098390806,0,0,0,0
"匯出",0.0105064619678161,0,0,0,0
"匯款",0.0630387718068967,0,0,0,0
"匯款人",0.0105064619678161,0,0,0,0
"意纂",0.00166734297322671,0,0.0019810903068984,0,0.00200262389719078
"當地",0.00299078754499403,0.00328021859773539,0,0,0
"當前",0.00525323098390806,0,0,0,0
"經酵",0.00299078754499403,0,0,0,0.00359219591002001
"經驗",0.00525323098390806,0,0,0,0
"資產",0.00166734297322671,0,0,0.00180187186837703,0.00200262389719078
"資源",0.00299078754499403,0,0,0.00323209803150944,0
"跨境",0.0315193859034484,0,0,0,0
"較大",0.00299078754499403,0,0,0,0.00359219591002001
"運用",0.00299078754499403,0,0,0,0.00359219591002001
"運妨",0.00525323098390806,0,0,0,0
"運算",0.00166734297322671,0,0.0019810903068984,0.0054056156051311,0
"達到",0.00299078754499403,0,0.00710714029509335,0,0
"過窗",0.00525323098390806,0,0,0,0
"過竣",0.00525323098390806,0,0,0,0
"電匯",0.00525323098390806,0,0,0,0
"徹底改變",0.00525323098390806,0,0,0,0
"管道",0.00525323098390806,0,0,0,0
"網際網路",0.00525323098390806,0,0,0,0
"銀行",0.00666937189290684,0,0,0.0108112312102622,0.00200262389719078
"銀行間",0.00525323098390806,0,0,0,0
"需求",0.000728344106080005,0.000798829019571619,0,0.000787110256448319,0.00087480460567218
"需要",0.00500202891968013,0,0.0019810903068984,0.00180187186837703,0
"價值",0.00525323098390806,0,0,0,0
"增進",0.00525323098390806,0,0,0,0
"模式",0.00333468594645342,0.00365739748965859,0,0.00180187186837703,0
"確實性",0.00299078754499403,0,0,0,0.00359219591002001
"複製",0.00525323098390806,0,0,0,0
"複雜",0.00166734297322671,0,0.00396218061379681,0,0.00200262389719078
"賠付",0.00299078754499403,0,0,0,0.00359219591002001
"賠筆",0.00299078754499403,0,0,0,0.00359219591002001
"賠過",0.00525323098390806,0,0,0,0
"橋接",0.00525323098390806,0,0,0,0
"機場",0.00525323098390806,0,0,0,0
"機構",0.00598157508998807,0,0,0.00323209803150944,0
"親自",0.00525323098390806,0,0,0,0
"辦理",0.00525323098390806,0,0,0,0
"險筆",0.00525323098390806,0,0,0,0
"優化",0.00525323098390806,0,0,0,0
"環境",0.00299078754499403,0,0.01066071044264,0,0
"縮短",0.00500202891968013,0.0018286987448293,0,0,0.00200262389719078
"螻閉",0.00525323098390806,0,0,0,0
"雖為",0.00525323098390806,0,0,0,0
"櫃台",0.00525323098390806,0,0,0,0
"竄改",0.00525323098390806,0,0,0,0
"簡化",0.00299078754499403,0,0,0,0.00359219591002001
"簡易",0.00525323098390806,0,0,0,0
"轉至",0.00299078754499403,0,0,0,0.00359219591002001
"轉換",0.0105064619678161,0,0,0,0
"雙贏",0.00299078754499403,0,0,0.00646419606301889,0
"繭展",0.00525323098390806,0,0,0,0
"證券",0.00299078754499403,0,0,0.00323209803150944,0
"證明",0.00525323098390806,0,0,0,0
"鏈新",0.00525323098390806,0,0,0,0
"關鍵",0.00299078754499403,0,0.00355357014754667,0,0
"觸發",0.00299078754499403,0,0,0,0.00359219591002001
"屬實",0.00525323098390806,0,0,0,0
"顯示",0.00525323098390806,0,0,0,0
"驗證",0.0210129239356322,0,0,0,0
"體驗",0.00299078754499403,0,0,0.00323209803150944,0
"矚目",0.00299078754499403,0.00328021859773539,0,0,0
"狴能",0.00525323098390806,0,0,0,0
"人機",0,0.00576160817589916,0,0,0
"人類",0,0.00328021859773539,0.00355357014754667,0,0
"大陸",0,0.00328021859773539,0,0.00323209803150944,0
"大幅",0,0.0115232163517983,0,0,0
"大量",0,0.00576160817589916,0,0,0
"大廠",0,0.00576160817589916,0,0,0
"小型",0,0.00576160817589916,0,0,0
"工具",0,0.00328021859773539,0,0,0.00359219591002001
"工給",0,0.00576160817589916,0,0,0
"不是",0,0.00576160817589916,0,0,0
"不僅",0,0.0115232163517983,0,0,0
"不慎",0,0.00576160817589916,0,0,0
"中國",0,0.00328021859773539,0,0.00323209803150944,0
"中澈",0,0.00576160817589916,0,0,0
"丰以",0,0.00576160817589916,0,0,0
"之用",0,0.00576160817589916,0,0,0
"什麼",0,0.00328021859773539,0,0.00323209803150944,0
"仍然",0,0.00328021859773539,0,0,0.00359219591002001
"分布",0,0.00328021859773539,0,0.00323209803150944,0
"分析",0,0.00365739748965859,0.0019810903068984,0.00360374373675406,0
"天上",0,0.00576160817589916,0,0,0
"天上飛",0,0.00576160817589916,0,0,0
"天空",0,0.00576160817589916,0,0,0
"天然氣",0,0.0115232163517983,0,0,0
"引領",0,0.00576160817589916,0,0,0
"手動",0,0.00576160817589916,0,0,0
"支援",0,0.00328021859773539,0,0.00323209803150944,0
"水下",0,0.0172848245276975,0,0,0
"水中",0,0.00576160817589916,0,0,0
"以及",0,0.00328021859773539,0.00355357014754667,0,0
"未來",0,0.000798829019571619,0.00086539810453592,0.00550977179513823,0.00262441381701654
"正在",0,0.00576160817589916,0,0,0
"生活",0,0.00328021859773539,0,0,0.01077658773006
"石油",0,0.0115232163517983,0,0,0
"交通",0,0.00328021859773539,0.00355357014754667,0,0
"任務",0,0.00576160817589916,0,0,0
"列出",0,0.00576160817589916,0,0,0
"列展",0,0.00576160817589916,0,0,0
"危險性",0,0.00576160817589916,0,0,0
"吉影",0,0.00576160817589916,0,0,0
"同於",0,0.00576160817589916,0,0,0
"各家",0,0.00576160817589916,0,0,0
"各種",0,0.00328021859773539,0,0.00323209803150944,0
"地底",0,0.00576160817589916,0,0,0
"地儔",0,0.00576160817589916,0,0,0
"地勳",0,0.00576160817589916,0,0,0
"多軸",0,0.0115232163517983,0,0,0
"如何",0,0.00328021859773539,0,0,0.00359219591002001
"忖隆",0,0.00576160817589916,0,0,0
"成像",0,0.00576160817589916,0,0,0
"早已",0,0.00576160817589916,0,0,0
"有楫",0,0.00576160817589916,0,0,0
"自拍器",0,0.00576160817589916,0,0,0
"自駕車",0,0.00328021859773539,0.0461964119181067,0,0
"位於",0,0.00576160817589916,0,0,0
"利用",0,0.00328021859773539,0,0.00323209803150944,0
"快遞",0,0.00576160817589916,0,0,0
"我們",0,0.00328021859773539,0.00355357014754667,0,0
"找出",0,0.00576160817589916,0,0,0
"改用",0,0.00576160817589916,0,0,0
"改成",0,0.00576160817589916,0,0,0
"更多",0,0.00576160817589916,0,0,0
"杜拜",0,0.00576160817589916,0,0,0
"每每",0,0.00576160817589916,0,0,0
"災損",0,0.00576160817589916,0,0,0
"私人",0,0.00576160817589916,0,0,0
"巡檢",0,0.0288080408794958,0,0,0
"並在",0,0.00576160817589916,0,0,0
"京東",0,0.00576160817589916,0,0,0
"依賴",0,0.00576160817589916,0,0,0
"例如",0,0.00319531607828648,0.00173079620907184,0.00236133076934496,0.00174960921134436
"兩人",0,0.00576160817589916,0,0,0
"取代",0,0.00576160817589916,0,0,0
"受限",0,0.00576160817589916,0,0,0
"受損",0,0.0230464327035966,0,0,0
"周遭",0,0.00576160817589916,0,0,0
"或者",0,0.0115232163517983,0,0,0
"或野",0,0.00576160817589916,0,0,0
"房屋",0,0.00576160817589916,0,0,0
"拍照",0,0.0115232163517983,0,0,0
"拍攝",0,0.0115232163517983,0,0,0
"昂貴",0,0.00576160817589916,0,0,0
"牧哄及",0,0.00576160817589916,0,0,0
"物流",0,0.0172848245276975,0,0,0
"狀況",0,0.00576160817589916,0,0,0
"疙悛",0,0.00576160817589916,0,0,0
"直升機",0,0.0172848245276975,0,0,0
"空中",0,0.00576160817589916,0,0,0
"空拍",0,0.00576160817589916,0,0,0
"近朵",0,0.00576160817589916,0,0,0
"亮相",0,0.00576160817589916,0,0,0
"前者",0,0.00576160817589916,0,0,0
"前衛",0,0.00576160817589916,0,0,0
"咱運妙",0,0.00576160817589916,0,0,0
"垂直",0,0.00576160817589916,0,0,0
"契機",0,0.00576160817589916,0,0,0
"威脅",0,0.00576160817589916,0,0,0
"屋頂",0,0.0115232163517983,0,0,0
"建議",0,0.00576160817589916,0,0,0
"思考",0,0.00576160817589916,0,0,0
"挖掘",0,0.00576160817589916,0,0,0
"拭目以待",0,0.00576160817589916,0,0,0
"施工",0,0.00576160817589916,0,0,0
"是圻",0,0.00576160817589916,0,0,0
"派遣",0,0.0115232163517983,0,0,0
"洩熊弘",0,0.00576160817589916,0,0,0
"為輔",0,0.00576160817589916,0,0,0
"甚至",0,0.00656043719547078,0,0,0.00718439182004001
"省時省力",0,0.00576160817589916,0,0,0
"科技領域",0,0.00328021859773539,0,0,0.00359219591002001
"美國",0,0.00548609623448789,0.00396218061379681,0,0.00200262389719078
"衍生",0,0.00576160817589916,0,0,0
"計畫",0,0.00576160817589916,0,0,0
"計筐",0,0.00576160817589916,0,0,0
"軌道",0,0.00576160817589916,0,0,0
"限制",0,0.00576160817589916,0,0,0
"降至",0,0.00576160817589916,0,0,0
"風力",0,0.0230464327035966,0,0,0
"風險",0,0.00328021859773539,0,0,0.01436878364008
"飛行器",0,0.0115232163517983,0,0,0
"乘坐",0,0.00576160817589916,0,0,0
"原本",0,0.00576160817589916,0,0,0
"原先",0,0.00576160817589916,0,0,0
"娛樂",0,0.00576160817589916,0,0,0
"容易",0,0.00328021859773539,0,0,0.00359219591002001
"展出",0,0.00576160817589916,0,0,0
"展示",0,0.00576160817589916,0,0,0
"效法",0,0.00576160817589916,0,0,0
"海中",0,0.00576160817589916,0,0,0
"海底",0,0.00576160817589916,0,0,0
"海神",0,0.00576160817589916,0,0,0
"紛紛",0,0.00576160817589916,0,0,0
"能源",0,0.0115232163517983,0,0,0
"航拍",0,0.0115232163517983,0,0,0
"針對",0,0.00656043719547078,0,0.00323209803150944,0
"除此",0,0.00328021859773539,0,0.00646419606301889,0
"高空",0,0.00576160817589916,0,0,0
"做法",0,0.00576160817589916,0,0,0
"國防",0,0.00576160817589916,0,0,0
"帶來",0,0.0018286987448293,0,0.00360374373675406,0.00200262389719078
"帶動",0,0.00328021859773539,0,0,0.00359219591002001
"得以",0,0.00576160817589916,0,0,0
"情況",0,0.0172848245276975,0,0,0
"情境",0,0.00576160817589916,0,0,0
"掃描",0,0.00576160817589916,0,0,0
"推出",0,0.0115232163517983,0,0,0
"產生",0,0.00656043719547078,0,0.00323209803150944,0
"產哄",0,0.0172848245276975,0,0,0
"產咻",0,0.00576160817589916,0,0,0
"產城",0,0.00576160817589916,0,0,0
"處理",0,0.00576160817589916,0,0,0
"規劃",0,0.00328021859773539,0,0.00323209803150944,0
"貨物",0,0.00328021859773539,0.00355357014754667,0,0
"這樣",0,0.00576160817589916,0,0,0
"造成",0,0.00576160817589916,0,0,0
"部分",0,0.0018286987448293,0.0019810903068984,0.00360374373675406,0
"釣魚",0,0.00576160817589916,0,0,0
"創造",0,0.00576160817589916,0,0,0
"富裕",0,0.00576160817589916,0,0,0
"幾旭",0,0.00576160817589916,0,0,0
"提升",0,0.00328021859773539,0,0.00323209803150944,0
"植被",0,0.00576160817589916,0,0,0
"無人",0,0.0230464327035966,0,0,0
"無人機",0,0.0979473389902858,0,0,0
"無不",0,0.00576160817589916,0,0,0
"發想",0,0.00576160817589916,0,0,0
"發電機",0,0.0230464327035966,0,0,0
"等損",0,0.00576160817589916,0,0,0
"筋陘膠",0,0.00576160817589916,0,0,0
"結合",0,0.0018286987448293,0,0.00180187186837703,0.00200262389719078
"結構",0,0.00576160817589916,0,0,0
"視野",0,0.00576160817589916,0,0,0
"評估",0,0.00365739748965859,0.0019810903068984,0,0.00600787169157233
"貼近生活",0,0.00576160817589916,0,0,0
"費用",0,0.00576160817589916,0,0,0
"距離",0,0.00576160817589916,0,0,0
"進入",0,0.00576160817589916,0,0,0
"順豐",0,0.00576160817589916,0,0,0
"搜救",0,0.00576160817589916,0,0,0
"損悚洩",0,0.00576160817589916,0,0,0
"損挈賠",0,0.00576160817589916,0,0,0
"損挾",0,0.00576160817589916,0,0,0
"新型",0,0.00576160817589916,0,0,0
"新創",0,0.00576160817589916,0,0,0
"溫軌",0,0.00576160817589916,0,0,0
"當紅",0,0.00576160817589916,0,0,0
"經濟",0,0.0115232163517983,0,0,0
"經濟效益",0,0.00576160817589916,0,0,0
"葉片",0,0.00576160817589916,0,0,0
"路線",0,0.00328021859773539,0.00355357014754667,0,0
"路線圖",0,0.00576160817589916,0,0,0
"載人",0,0.0115232163517983,0,0,0
"載客",0,0.00576160817589916,0,0,0
"農田",0,0.00576160817589916,0,0,0
"運送",0,0.00328021859773539,0.00355357014754667,0,0
"運輸",0,0.00984065579320617,0.00355357014754667,0,0
"遊戲",0,0.00576160817589916,0,0,0
"道路",0,0.00328021859773539,0.00710714029509335,0,0
"遇到",0,0.00576160817589916,0,0,0
"過去",0,0.00328021859773539,0,0,0.00359219591002001
"電信",0,0.00328021859773539,0,0.00323209803150944,0
"馴達",0,0.00576160817589916,0,0,0
"像是",0,0.00576160817589916,0,0,0
"團隊",0,0.0115232163517983,0,0,0
"瘋狂",0,0.00576160817589916,0,0,0
"瞄準",0,0.00576160817589916,0,0,0
"管理局",0,0.00576160817589916,0,0,0
"管線",0,0.0230464327035966,0,0,0
"臺灣",0,0.0018286987448293,0,0.00360374373675406,0.00200262389719078
"與陶",0,0.00576160817589916,0,0,0
"遠端",0,0.00576160817589916,0,0,0
"遙控",0,0.00576160817589916,0,0,0
"領域",0,0.0018286987448293,0,0.00180187186837703,0.00400524779438156
"颱風",0,0.00576160817589916,0,0,0
"影像",0,0.00656043719547078,0.00355357014754667,0,0
"德國",0,0.00576160817589916,0,0,0
"歐美",0,0.00576160817589916,0,0,0
"潛水",0,0.00576160817589916,0,0,0
"潛在",0,0.00576160817589916,0,0,0
"範疇",0,0.00576160817589916,0,0,0
"線路",0,0.00576160817589916,0,0,0
"膘翩",0,0.00576160817589916,0,0,0
"養殖",0,0.00576160817589916,0,0,0
"養殖場",0,0.00576160817589916,0,0,0
"操均",0,0.00576160817589916,0,0,0
"操控",0,0.00576160817589916,0,0,0
"機械",0,0.00576160817589916,0,0,0
"機楹",0,0.00576160817589916,0,0,0
"機器人",0,0.00576160817589916,0,0,0
"機體",0,0.00576160817589916,0,0,0
"獨家",0,0.00576160817589916,0,0,0
"興且",0,0.00576160817589916,0,0,0
"辨識",0,0.0018286987448293,0.0019810903068984,0,0.00200262389719078
"儲能",0,0.0115232163517983,0,0,0
"檢查",0,0.00576160817589916,0,0,0
"檢視",0,0.00576160817589916,0,0,0
"獲得",0,0.00328021859773539,0,0.00323209803150944,0
"聲納",0,0.00576160817589916,0,0,0
"還能",0,0.00576160817589916,0,0,0
"還將",0,0.00576160817589916,0,0,0
"攀爬",0,0.00576160817589916,0,0,0
"繪製",0,0.00576160817589916,0,0,0
"鏡頭",0,0.00576160817589916,0,0,0
"嚴重",0,0.00576160817589916,0,0,0
"攝影",0,0.00576160817589916,0,0,0
"攝錄",0,0.00576160817589916,0,0,0
"躋身",0,0.00576160817589916,0,0,0
"權力",0,0.00576160817589916,0,0,0
"權上",0,0.00576160817589916,0,0,0
"驚喜",0,0.00576160817589916,0,0,0
"3e31",0,0,0.00624174219055743,0,0
"3e39",0,0,0.00624174219055743,0,0
"3e61",0,0,0.00624174219055743,0,0
"613c",0,0,0.0124834843811149,0,0
"大車",0,0,0.00624174219055743,0,0
"大眾",0,0,0.0124834843811149,0,0
"工筐",0,0,0.00624174219055743,0,0
"工筑學楚",0,0,0.00624174219055743,0,0
"工溯腦",0,0,0.00624174219055743,0,0
"中著手",0,0,0.00624174219055743,0,0
"仍以",0,0,0.00624174219055743,0,0
"今表往",0,0,0.00624174219055743,0,0
"介入",0,0,0.00624174219055743,0,0
"元件",0,0,0.00624174219055743,0,0
"內難",0,0,0.00624174219055743,0,0
"分別",0,0,0.00624174219055743,0,0
"方面",0,0,0.00355357014754667,0.00323209803150944,0
"主要",0,0,0.00624174219055743,0,0
"主控",0,0,0.00624174219055743,0,0
"以計筐",0,0,0.00624174219055743,0,0
"出眺",0,0,0.00624174219055743,0,0
"半封閉",0,0,0.00624174219055743,0,0
"叫車",0,0,0.00624174219055743,0,0
"奶悼",0,0,0.00624174219055743,0,0
"必須",0,0,0.00624174219055743,0,0
"打飪",0,0,0.00624174219055743,0,0
"生產",0,0,0.00624174219055743,0,0
"目標",0,0,0.00624174219055743,0,0
"交通運輸",0,0,0.00624174219055743,0,0
"全面",0,0,0.00624174219055743,0,0
"同類",0,0,0.00624174219055743,0,0
"合妝",0,0,0.00624174219055743,0,0
"在於",0,0,0.00624174219055743,0,0
"多以",0,0,0.00624174219055743,0,0
"多數",0,0,0.0124834843811149,0,0
"多變",0,0,0.00624174219055743,0,0
"安裝",0,0,0.00624174219055743,0,0
"戌凳",0,0,0.00624174219055743,0,0
"成熟",0,0,0.00624174219055743,0,0
"收費",0,0,0.00355357014754667,0.00323209803150944,0
